sub_id,stim_id,stim_version,sub_i,sub_cond,stim_i,sub_cond.e,stim_version.e,err,rt
1,1,congruent,-79.29464130060339,easy,39.81762895102135,-0.5,-0.5,16.556467537711708,327.0794551881296
1,1,incongruent,-79.29464130060339,easy,39.81762895102135,-0.5,0.5,4.724278546841173,365.2472661972591
1,2,congruent,-79.29464130060339,easy,57.02159222878793,-0.5,-0.5,42.1262133085502,369.8531642367347
1,2,incongruent,-79.29464130060339,easy,57.02159222878793,-0.5,0.5,36.44750936777294,414.1744602959575
1,3,congruent,-79.29464130060339,easy,-17.231191045162202,-0.5,-0.5,-8.550716334585958,244.92345131964845
1,3,incongruent,-79.29464130060339,easy,-17.231191045162202,-0.5,0.5,-1.1621563933370054,302.3120112608974
1,4,congruent,-79.29464130060339,easy,-15.60225187061536,-0.5,-0.5,35.22499544087402,290.32810226965523
1,4,incongruent,-79.29464130060339,easy,-15.60225187061536,-0.5,0.5,-5.466668938165233,299.636437890616
1,5,congruent,-79.29464130060339,easy,-17.339587582802334,-0.5,-0.5,27.767441348881217,281.1332124654755
1,5,incongruent,-79.29464130060339,easy,-17.339587582802334,-0.5,0.5,-13.61506282362618,289.75070829296806
1,6,congruent,-79.29464130060339,easy,29.89483449034423,-0.5,-0.5,-16.50503919663543,284.0951539931054
1,6,incongruent,-79.29464130060339,easy,29.89483449034423,-0.5,0.5,0.3453917747838291,350.94558496452464
1,7,congruent,-79.29464130060339,easy,-10.519927985561198,-0.5,-0.5,16.628144033387297,276.8135747472227
1,7,incongruent,-79.29464130060339,easy,-10.519927985561198,-0.5,0.5,0.8255554859978559,311.01098619983327
1,8,congruent,-79.29464130060339,easy,23.076739921714537,-0.5,-0.5,0.9527983611184636,294.7348969822296
1,8,incongruent,-79.29464130060339,easy,23.076739921714537,-0.5,0.5,6.522536029273264,350.3046346503844
1,9,congruent,-79.29464130060339,easy,-75.96096352767118,-0.5,-0.5,-6.185288454769729,188.55910671695565
1,9,incongruent,-79.29464130060339,easy,-75.96096352767118,-0.5,0.5,3.187901450900452,247.93229662262584
