ID,condition,rt,response
1,A,0.688858389188383,lower
1,A,0.3411716950209427,upper
1,A,1.6588621228238645,upper
1,A,0.8845731297056365,upper
1,A,0.7925146859613119,upper
1,A,0.4409124932855808,upper
1,A,0.9714251508508744,lower
1,A,1.3673237423616844,upper
1,A,1.1419842385447505,upper
1,A,0.30032462285209816,upper
1,A,0.5095679316270734,lower
1,A,0.3545682381331017,upper
1,A,0.39367294930546803,upper
1,A,0.7929569776379437,upper
1,A,2.0040187188374583,lower
1,A,0.6429386193261233,lower
1,A,0.3189293946857572,upper
1,A,0.7584218790619524,lower
1,A,0.9950459844429873,lower
1,A,0.28130593471315146,upper
1,A,1.409069424844612,upper
1,A,0.7782356962631676,lower
1,A,2.0832743514973577,lower
1,A,1.0066277755645903,lower
1,A,0.8285913060991281,lower
1,A,0.5534073850010057,upper
1,A,1.4348834509244575,upper
1,A,0.614204960783892,upper
1,A,0.3430865571924113,lower
1,A,0.4596455660673575,lower
1,A,0.4010974562081322,lower
1,A,0.4019122285560024,upper
1,A,0.38179950588755895,upper
1,A,0.3731147766386167,lower
1,A,0.5295725501767565,lower
1,A,0.3009980964978767,upper
1,A,0.5246985404299336,lower
1,A,0.3686146265491508,upper
1,A,0.4743455640499512,lower
1,A,1.1589282617823762,upper
1,A,0.5051516609395139,upper
1,A,0.32923972893417064,upper
1,A,0.5216859242110332,upper
1,A,1.3364609350880792,upper
1,A,0.43270065333030683,lower
1,A,0.6243921593296782,lower
1,A,0.6915437160860862,upper
1,A,0.9071717276705407,lower
1,A,0.7654025339967503,upper
1,A,0.3864105145204735,lower
1,A,1.4480565447801976,upper
1,A,0.4485554254908566,lower
1,A,0.3156506819043723,upper
1,A,0.682149060992487,upper
1,A,0.5892992807009789,upper
1,A,0.36767766243082045,lower
1,A,1.5351293887910313,upper
1,A,1.0033958337579825,upper
1,A,0.3891371367280887,upper
1,A,0.5089182013218694,upper
1,A,0.425466431857084,upper
1,A,0.5726051559783722,lower
1,A,0.6788232810944641,upper
1,A,0.7208204846389035,upper
1,A,0.9175173778922772,upper
1,A,1.1707127891763371,upper
1,A,0.8113361213077686,upper
1,A,0.9721822720800763,upper
1,A,1.4714587269629438,upper
1,A,0.37411424245629243,upper
1,A,0.5620890140178694,lower
1,A,0.2995243386195008,upper
1,A,0.30873071910457783,lower
1,A,1.4613189518198566,upper
1,A,0.35019908249035003,upper
1,A,0.6104818280979862,upper
1,A,0.8080004166702186,upper
1,A,0.9335098179019163,lower
1,A,0.7042403503452994,lower
1,A,0.6064433711703319,lower
1,A,0.6217661928547291,lower
1,A,0.6346101739959678,upper
1,A,1.7024093624991408,upper
1,A,1.0883084804564978,upper
1,A,0.5880966446917477,lower
1,A,1.0722361602151382,lower
1,A,0.5864588941821895,upper
1,A,0.47606591597335246,lower
1,A,0.34327373763364255,upper
1,A,0.30727596876703744,upper
1,A,0.7210287159193594,upper
1,A,0.5241020937706815,upper
1,A,0.5659673083485699,upper
1,A,0.5893872398388109,lower
1,A,0.9551353932082329,upper
1,A,0.7206971817464551,upper
1,A,1.5662858287851753,lower
1,A,0.32883071051987,upper
1,A,1.0733616461544861,upper
1,A,0.5808601115069787,upper
1,A,0.4146616994223993,upper
1,A,0.43023658471497983,lower
1,A,0.33048290896253274,lower
1,A,0.3576183566296991,upper
1,A,0.9977193927995023,lower
1,A,0.377390474182119,lower
1,A,0.4255968600929054,upper
1,A,0.4727188439444854,lower
1,A,0.5130454776128186,lower
1,A,1.8220067948822476,upper
1,A,0.6687901707089741,upper
1,A,1.0410694818920576,upper
1,A,0.6410876227394966,upper
1,A,0.27261925312024493,upper
1,A,0.37877540288336053,lower
1,A,0.4971988521041708,upper
1,A,0.6165928887207337,upper
1,A,0.8868569120994017,upper
1,A,0.43963754122063525,lower
1,A,1.4554194312827318,upper
1,A,0.9013980984802403,lower
1,A,0.5412063295895044,upper
1,A,1.1509320602232118,upper
1,A,1.7689093896653465,lower
1,A,1.0326039267996303,lower
1,A,0.6289392532402025,upper
1,A,0.4271572199608751,upper
1,A,1.8513533190697253,upper
1,A,0.790748425993224,upper
1,A,0.42121779643309765,lower
